FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
29171,Putnam,Missouri,US,2022-01-06 04:22:09,40.47942497,-93.02042674,782,20,,,"Putnam, Missouri, US",16652.470187393526,2.557544757033248
29173,Ralls,Missouri,US,2022-01-06 04:22:09,39.52817427,-91.51838643,1949,19,,,"Ralls, Missouri, US",18905.810456882336,0.9748589020010262
29175,Randolph,Missouri,US,2022-01-06 04:22:09,39.44007257,-92.49713740000001,4401,86,,,"Randolph, Missouri, US",17783.255212542426,1.954101340604408
29177,Ray,Missouri,US,2022-01-06 04:22:09,39.353746799999996,-93.98905745,3893,69,,,"Ray, Missouri, US",16912.85081240768,1.77241202157719
29179,Reynolds,Missouri,US,2022-01-06 04:22:09,37.36085952,-90.97009925,863,17,,,"Reynolds, Missouri, US",13763.955342902713,1.969872537659328
29181,Ripley,Missouri,US,2022-01-06 04:22:09,36.65460667,-90.85990261,2194,52,,,"Ripley, Missouri, US",16511.137868753758,2.3701002734731085
29195,Saline,Missouri,US,2022-01-06 04:22:09,39.13734288,-93.20259964,4809,89,,,"Saline, Missouri, US",21128.245683405825,1.850696610521938
29197,Schuyler,Missouri,US,2022-01-06 04:22:09,40.46921489,-92.52311943,562,22,,,"Schuyler, Missouri, US",12060.085836909873,3.9145907473309607
29199,Scotland,Missouri,US,2022-01-06 04:22:09,40.45214695,-92.14709064,522,17,,,"Scotland, Missouri, US",10648.714810281515,3.256704980842912
29201,Scott,Missouri,US,2022-01-06 04:22:09,37.05588075,-89.56474493,8166,136,,,"Scott, Missouri, US",21332.288401253918,1.665442076904237
29203,Shannon,Missouri,US,2022-01-06 04:22:09,37.15772072,-91.40190382,1209,30,,,"Shannon, Missouri, US",14805.290227773696,2.4813895781637716
29205,Shelby,Missouri,US,2022-01-06 04:22:09,39.79742518,-92.07634971,1164,13,,,"Shelby, Missouri, US",19629.005059021918,1.1168384879725086
29183,St. Charles,Missouri,US,2022-01-06 04:22:09,38.77875681,-90.66662425,70809,760,,,"St. Charles, Missouri, US",17613.215197178262,1.0733098899857363
29185,St. Clair,Missouri,US,2022-01-06 04:22:09,38.03699437,-93.77631447,1483,29,,,"St. Clair, Missouri, US",15781.632435883792,1.9554956169925826
29187,St. Francois,Missouri,US,2022-01-06 04:22:09,37.81214171,-90.47598685,14146,232,,,"St. Francois, Missouri, US",21045.897493119097,1.6400395871624487
29189,St. Louis,Missouri,US,2022-01-06 04:22:09,38.63770039999999,-90.4458375,167487,2767,,,"St. Louis, Missouri, US",16846.324450188844,1.652068518750709
29510,St. Louis City,Missouri,US,2022-01-06 04:22:09,38.63555736,-90.24349225,42534,652,,,"St. Louis City, Missouri, US",14150.83040562121,1.5328913339916301
29186,Ste. Genevieve,Missouri,US,2022-01-06 04:22:09,37.89090059,-90.1949941,2845,34,,,"Ste. Genevieve, Missouri, US",15899.184084050516,1.195079086115993
29207,Stoddard,Missouri,US,2022-01-06 04:22:09,36.85571651,-89.9444155,4884,110,,,"Stoddard, Missouri, US",16826.87338501292,2.2522522522522523
29209,Stone,Missouri,US,2022-01-06 04:22:09,36.75000327,-93.45256475,4501,100,,,"Stone, Missouri, US",14086.755132699047,2.221728504776716
29211,Sullivan,Missouri,US,2022-01-06 04:22:09,40.2099105,-93.11150106,1354,20,,,"Sullivan, Missouri, US",22236.820495976342,1.4771048744460857
29213,Taney,Missouri,US,2022-01-06 04:22:09,36.65465345,-93.04075153,10298,180,,,"Taney, Missouri, US",18412.959519382064,1.7479122159642648
29215,Texas,Missouri,US,2022-01-06 04:22:09,37.31728859,-91.96564727,3612,74,,,"Texas, Missouri, US",14221.592251358377,2.0487264673311185
90029,Unassigned,Missouri,US,2022-01-06 04:22:09,,,0,0,,,"Unassigned, Missouri, US",,
29217,Vernon,Missouri,US,2022-01-06 04:22:09,37.8457799,-94.34127305,3682,88,,,"Vernon, Missouri, US",17905.94757574284,2.390005431830527
29219,Warren,Missouri,US,2022-01-06 04:22:09,38.76529479,-91.16124662,6278,78,,,"Warren, Missouri, US",17610.592162473,1.2424338961452692
29221,Washington,Missouri,US,2022-01-06 04:22:09,37.96130078,-90.87948158,4578,106,,,"Washington, Missouri, US",18511.928831378893,2.3154215814766275
29223,Wayne,Missouri,US,2022-01-06 04:22:09,37.11303869,-90.46001416,1869,37,,,"Wayne, Missouri, US",14518.760195758565,1.9796682718031033
29225,Webster,Missouri,US,2022-01-06 04:22:09,37.2813734,-92.876329,6712,121,,,"Webster, Missouri, US",16952.919781774097,1.802741358760429
29227,Worth,Missouri,US,2022-01-06 04:22:09,40.47945588,-94.42328751,329,3,,,"Worth, Missouri, US",16343.765524093391,0.9118541033434651
29229,Wright,Missouri,US,2022-01-06 04:22:09,37.27029221,-92.46914488,2958,68,,,"Wright, Missouri, US",16173.656296134288,2.2988505747126435
30001,Beaverhead,Montana,US,2022-01-06 04:22:09,45.13434354,-112.89846940000001,1630,23,,,"Beaverhead, Montana, US",17243.203215910293,1.4110429447852761
30003,Big Horn,Montana,US,2022-01-06 04:22:09,45.42335905,-107.492347,3464,84,,,"Big Horn, Montana, US",26007.958555447105,2.4249422632794455
30005,Blaine,Montana,US,2022-01-06 04:22:09,48.43175214,-108.9582723,1455,28,,,"Blaine, Montana, US",21778.17691962281,1.9243986254295533
30007,Broadwater,Montana,US,2022-01-06 04:22:09,46.33277565,-111.49558130000001,1026,17,,,"Broadwater, Montana, US",16450.21645021645,1.6569200779727096
30009,Carbon,Montana,US,2022-01-06 04:22:09,45.22850116,-109.0274047,1634,23,,,"Carbon, Montana, US",15235.431235431235,1.4075887392900857
30011,Carter,Montana,US,2022-01-06 04:22:09,45.5197966,-104.53955359999999,217,5,,,"Carter, Montana, US",17332.268370607027,2.304147465437788
30013,Cascade,Montana,US,2022-01-06 04:22:09,47.30797024,-111.3467922,17267,283,,,"Cascade, Montana, US",21221.39468574097,1.6389644987548504
30015,Chouteau,Montana,US,2022-01-06 04:22:09,47.88084126,-110.4353362,805,9,,,"Chouteau, Montana, US",14285.714285714286,1.1180124223602483
30017,Custer,Montana,US,2022-01-06 04:22:09,46.25319932,-105.57375259999998,2455,41,,,"Custer, Montana, US",21531.31029643922,1.670061099796334
30019,Daniels,Montana,US,2022-01-06 04:22:09,48.78420029,-105.54763429999998,313,9,,,"Daniels, Montana, US",18520.7100591716,2.8753993610223643
30021,Dawson,Montana,US,2022-01-06 04:22:09,47.26584855,-104.89444170000002,1909,52,,,"Dawson, Montana, US",22164.17044003251,2.7239392352016765
30023,Deer Lodge,Montana,US,2022-01-06 04:22:09,46.05953325,-113.073353,1712,28,,,"Deer Lodge, Montana, US",18730.8533916849,1.6355140186915889
30025,Fallon,Montana,US,2022-01-06 04:22:09,46.33478338,-104.41835649999999,569,10,,,"Fallon, Montana, US",19992.97259311314,1.757469244288225
30027,Fergus,Montana,US,2022-01-06 04:22:09,47.26331584,-109.2245206,1912,51,,,"Fergus, Montana, US",17303.167420814483,2.6673640167364017
30029,Flathead,Montana,US,2022-01-06 04:22:09,48.29575866,-114.05205690000001,21762,225,,,"Flathead, Montana, US",20964.106121033463,1.0339123242349049
30031,Gallatin,Montana,US,2022-01-06 04:22:09,45.54486106,-111.1692571,24177,103,,,"Gallatin, Montana, US",21127.462117902018,0.4260247342515614
30033,Garfield,Montana,US,2022-01-06 04:22:09,47.27545948,-107.0002351,175,3,,,"Garfield, Montana, US",13910.969793322734,1.7142857142857142
30035,Glacier,Montana,US,2022-01-06 04:22:09,48.70513576,-112.9934235,2532,63,,,"Glacier, Montana, US",18410.528611939208,2.4881516587677726
30037,Golden Valley,Montana,US,2022-01-06 04:22:09,46.3816474,-109.17685220000001,123,5,,,"Golden Valley, Montana, US",14981.729598051155,4.065040650406504
30039,Granite,Montana,US,2022-01-06 04:22:09,46.40605220000001,-113.4414186,415,6,,,"Granite, Montana, US",12281.740159810595,1.4457831325301205
30041,Hill,Montana,US,2022-01-06 04:22:09,48.62879827,-110.1129252,3452,71,,,"Hill, Montana, US",20941.519048774568,2.0567786790266513
30043,Jefferson,Montana,US,2022-01-06 04:22:09,46.14907081,-112.094396,1967,22,,,"Jefferson, Montana, US",16095.245888225189,1.1184544992374175
30045,Judith Basin,Montana,US,2022-01-06 04:22:09,47.04581276,-110.26606880000001,168,1,,,"Judith Basin, Montana, US",8370.702541106128,0.5952380952380952
30047,Lake,Montana,US,2022-01-06 04:22:09,47.64514965,-114.0898013,4856,86,,,"Lake, Montana, US",15943.266136975508,1.7710049423393739
30049,Lewis and Clark,Montana,US,2022-01-06 04:22:09,47.12610041,-112.39469799999999,12921,155,,,"Lewis and Clark, Montana, US",18609.574835810577,1.1995975543688568
30051,Liberty,Montana,US,2022-01-06 04:22:09,48.56084317,-111.02430700000001,269,2,,,"Liberty, Montana, US",11510.48352588789,0.7434944237918215
30053,Lincoln,Montana,US,2022-01-06 04:22:09,48.54265777,-115.4046155,3716,73,,,"Lincoln, Montana, US",18598.5985985986,1.9644779332615716
30057,Madison,Montana,US,2022-01-06 04:22:09,45.30080065,-111.9173017,1472,20,,,"Madison, Montana, US",17116.279069767443,1.358695652173913
30055,McCone,Montana,US,2022-01-06 04:22:09,47.64469406,-105.79449939999999,319,8,,,"McCone, Montana, US",19170.67307692308,2.5078369905956115
30059,Meagher,Montana,US,2022-01-06 04:22:09,46.59907074,-110.8898557,288,9,,,"Meagher, Montana, US",15467.239527389906,3.125
30061,Mineral,Montana,US,2022-01-06 04:22:09,47.15283992,-115.00152390000001,766,14,,,"Mineral, Montana, US",17420.96884239254,1.8276762402088773
30063,Missoula,Montana,US,2022-01-06 04:22:09,47.03728583,-113.92135079999998,18557,192,,,"Missoula, Montana, US",15515.88628762542,1.034649997305599
30065,Musselshell,Montana,US,2022-01-06 04:22:09,46.49684637,-108.39498,771,26,,,"Musselshell, Montana, US",16641.484998920787,3.372243839169909
30067,Park,Montana,US,2022-01-06 04:22:09,45.48965095,-110.52643940000002,2893,32,,,"Park, Montana, US",17421.413946766228,1.1061182163843761
30069,Petroleum,Montana,US,2022-01-06 04:22:09,47.118246299999996,-108.2508876,27,1,,,"Petroleum, Montana, US",5544.147843942506,3.7037037037037037
30071,Phillips,Montana,US,2022-01-06 04:22:09,48.25936577,-107.9128511,891,27,,,"Phillips, Montana, US",22534.14264036419,3.0303030303030303
30073,Pondera,Montana,US,2022-01-06 04:22:09,48.22773388,-112.22527029999999,854,6,,,"Pondera, Montana, US",14447.639993232957,0.702576112412178
30075,Powder River,Montana,US,2022-01-06 04:22:09,45.39617714,-105.636738,287,10,,,"Powder River, Montana, US",17063.020214030916,3.484320557491289
30077,Powell,Montana,US,2022-01-06 04:22:09,46.85538891,-112.93591640000001,1482,26,,,"Powell, Montana, US",21509.43396226415,1.7543859649122806
30079,Prairie,Montana,US,2022-01-06 04:22:09,46.86048047,-105.379384,196,2,,,"Prairie, Montana, US",18198.70009285051,1.0204081632653061
30081,Ravalli,Montana,US,2022-01-06 04:22:09,46.08520862,-114.11891640000002,5535,129,,,"Ravalli, Montana, US",12635.255444459663,2.330623306233062
30083,Richland,Montana,US,2022-01-06 04:22:09,47.78668011,-104.5610786,2070,30,,,"Richland, Montana, US",19161.344071091364,1.4492753623188406
30085,Roosevelt,Montana,US,2022-01-06 04:22:09,48.29607488,-105.00792679999999,2362,70,,,"Roosevelt, Montana, US",21464.921846601235,2.963590177815411
30087,Rosebud,Montana,US,2022-01-06 04:22:09,46.23397237,-106.72928799999998,1792,58,,,"Rosebud, Montana, US",20051.471410988026,3.236607142857143
30089,Sanders,Montana,US,2022-01-06 04:22:09,47.67657534,-115.1329916,1660,40,,,"Sanders, Montana, US",13704.284652852308,2.4096385542168677
30091,Sheridan,Montana,US,2022-01-06 04:22:09,48.72085833,-104.50382900000001,565,10,,,"Sheridan, Montana, US",17074.64490782714,1.7699115044247788
30093,Silver Bow,Montana,US,2022-01-06 04:22:09,45.90018933,-112.6620092,6426,118,,,"Silver Bow, Montana, US",18404.697121580983,1.8362900715841892
30095,Stillwater,Montana,US,2022-01-06 04:22:09,45.67071407,-109.3950061,1249,29,,,"Stillwater, Montana, US",12953.744036506949,2.321857485988791
30097,Sweet Grass,Montana,US,2022-01-06 04:22:09,45.81367654,-109.9425686,617,8,,,"Sweet Grass, Montana, US",16510.569975916507,1.2965964343598055
30099,Teton,Montana,US,2022-01-06 04:22:09,47.83741052,-112.24106880000001,958,19,,,"Teton, Montana, US",15584.83813242232,1.9832985386221293
30101,Toole,Montana,US,2022-01-06 04:22:09,48.65577551,-111.69424140000001,1025,21,,,"Toole, Montana, US",21642.736486486487,2.048780487804878
30103,Treasure,Montana,US,2022-01-06 04:22:09,46.20973220000001,-107.26665159999999,115,1,,,"Treasure, Montana, US",16522.988505747126,0.8695652173913043
90030,Unassigned,Montana,US,2022-01-06 04:22:09,,,0,0,,,"Unassigned, Montana, US",,
30105,Valley,Montana,US,2022-01-06 04:22:09,48.36435097,-106.6669635,1411,32,,,"Valley, Montana, US",19077.879935100053,2.2678951098511693
30107,Wheatland,Montana,US,2022-01-06 04:22:09,46.46652491,-109.84646359999999,277,13,,,"Wheatland, Montana, US",13029.162746942617,4.693140794223827
30109,Wibaux,Montana,US,2022-01-06 04:22:09,46.95925154,-104.2510927,179,8,,,"Wibaux, Montana, US",18472.65221878225,4.4692737430167595
30111,Yellowstone,Montana,US,2022-01-06 04:22:09,45.93955949,-108.26914860000001,32613,475,,,"Yellowstone, Montana, US",20218.846869187848,1.4564744120442767
31001,Adams,Nebraska,US,2022-01-06 04:22:09,40.52449420000001,-98.50117804,4930,46,,,"Adams, Nebraska, US",15719.15951917865,0.9330628803245437
31003,Antelope,Nebraska,US,2022-01-06 04:22:09,42.17695516,-98.06662829999999,861,7,,,"Antelope, Nebraska, US",13671.00666878374,0.8130081300813008
31005,Arthur,Nebraska,US,2022-01-06 04:22:09,41.56896142,-101.6959559,29,1,,,"Arthur, Nebraska, US",6263.498920086393,3.4482758620689653
31007,Banner,Nebraska,US,2022-01-06 04:22:09,41.54634427,-103.7114332,73,0,,,"Banner, Nebraska, US",9798.657718120805,0.0
31009,Blaine,Nebraska,US,2022-01-06 04:22:09,41.91311716,-99.97677845,54,0,,,"Blaine, Nebraska, US",11612.90322580645,0.0
31011,Boone,Nebraska,US,2022-01-06 04:22:09,41.70759415,-98.06737183,865,4,,,"Boone, Nebraska, US",16660.24653312789,0.4624277456647399
31013,Box Butte,Nebraska,US,2022-01-06 04:22:09,42.22079243,-103.08788340000001,1747,8,,,"Box Butte, Nebraska, US",16201.428173977558,0.4579278763594734
31015,Boyd,Nebraska,US,2022-01-06 04:22:09,42.899727399999996,-98.76486568,315,3,,,"Boyd, Nebraska, US",16414.79937467431,0.9523809523809523
31017,Brown,Nebraska,US,2022-01-06 04:22:09,42.43018907,-99.92904055,414,2,,,"Brown, Nebraska, US",14010.15228426396,0.4830917874396135
31019,Buffalo,Nebraska,US,2022-01-06 04:22:09,40.85486962,-99.07500296,9219,57,,,"Buffalo, Nebraska, US",18564.610644596145,0.6182883176049463
31021,Burt,Nebraska,US,2022-01-06 04:22:09,41.85056773,-96.32605633,985,12,,,"Burt, Nebraska, US",15250.038705681996,1.218274111675127
31023,Butler,Nebraska,US,2022-01-06 04:22:09,41.22703692,-97.13106306,1418,11,,,"Butler, Nebraska, US",17689.620758483034,0.7757404795486601
31025,Cass,Nebraska,US,2022-01-06 04:22:09,40.90899107,-96.13971217,4447,16,,,"Cass, Nebraska, US",16942.243218530934,0.35979311895659993
31027,Cedar,Nebraska,US,2022-01-06 04:22:09,42.598885100000004,-97.25311951,1156,11,,,"Cedar, Nebraska, US",13758.628897881455,0.9515570934256056
31029,Chase,Nebraska,US,2022-01-06 04:22:09,40.523719799999995,-101.69780259999999,661,5,,,"Chase, Nebraska, US",16845.05606523955,0.75642965204236
31031,Cherry,Nebraska,US,2022-01-06 04:22:09,42.54502621,-101.1244332,468,7,,,"Cherry, Nebraska, US",8226.401828089296,1.4957264957264957
31033,Cheyenne,Nebraska,US,2022-01-06 04:22:09,41.21999357,-102.9941693,1564,16,,,"Cheyenne, Nebraska, US",17553.31088664422,1.0230179028132993
31035,Clay,Nebraska,US,2022-01-06 04:22:09,40.52439441,-98.05126296,1172,11,,,"Clay, Nebraska, US",18894.08350798001,0.9385665529010239
31037,Colfax,Nebraska,US,2022-01-06 04:22:09,41.57486951,-97.0868542,2123,21,,,"Colfax, Nebraska, US",19824.44672705201,0.9891662741403674
31039,Cuming,Nebraska,US,2022-01-06 04:22:09,41.91637624,-96.78730772,1468,15,,,"Cuming, Nebraska, US",16595.071218629888,1.021798365122616
31041,Custer,Nebraska,US,2022-01-06 04:22:09,41.39374521,-99.72805369,1662,19,,,"Custer, Nebraska, US",15421.73146515728,1.1432009626955475
31043,Dakota,Nebraska,US,2022-01-06 04:22:09,42.39040144,-96.56656425,5206,65,,,"Dakota, Nebraska, US",25996.204933586338,1.2485593545908567
31045,Dawes,Nebraska,US,2022-01-06 04:22:09,42.71985036,-103.1313774,1175,12,,,"Dawes, Nebraska, US",13680.288741413435,1.0212765957446808
31047,Dawson,Nebraska,US,2022-01-06 04:22:09,40.87028216,-99.82014609999999,4401,31,,,"Dawson, Nebraska, US",18652.25683407501,0.7043853669620541
31049,Deuel,Nebraska,US,2022-01-06 04:22:09,41.11168186,-102.33333309999999,265,1,,,"Deuel, Nebraska, US",14771.460423634337,0.37735849056603776
31051,Dixon,Nebraska,US,2022-01-06 04:22:09,42.49188363,-96.86782408,897,9,,,"Dixon, Nebraska, US",15915.542938254082,1.0033444816053512
31053,Dodge,Nebraska,US,2022-01-06 04:22:09,41.58071748,-96.65598179,7526,62,,,"Dodge, Nebraska, US",20582.524271844657,0.8238107892638852
31055,Douglas,Nebraska,US,2022-01-06 04:22:09,41.29518299,-96.15085305,107904,718,,,"Douglas, Nebraska, US",18886.557085521952,0.6654062870699882
31057,Dundy,Nebraska,US,2022-01-06 04:22:09,40.17638677,-101.6876522,289,4,,,"Dundy, Nebraska, US",17070.28942705257,1.3840830449826989
31059,Fillmore,Nebraska,US,2022-01-06 04:22:09,40.52458567,-97.59646937,839,8,,,"Fillmore, Nebraska, US",15360.673745880633,0.9535160905840286
31061,Franklin,Nebraska,US,2022-01-06 04:22:09,40.17636348,-98.95299073,360,4,,,"Franklin, Nebraska, US",12084.592145015105,1.1111111111111112
31063,Frontier,Nebraska,US,2022-01-06 04:22:09,40.52993007,-100.3924658,454,1,,,"Frontier, Nebraska, US",17282.070803197563,0.22026431718061673
31065,Furnas,Nebraska,US,2022-01-06 04:22:09,40.17642064,-99.91247454,848,5,,,"Furnas, Nebraska, US",18135.158254918733,0.589622641509434
31067,Gage,Nebraska,US,2022-01-06 04:22:09,40.26186809,-96.68946704,2868,19,,,"Gage, Nebraska, US",13331.47399246967,0.6624825662482566
31069,Garden,Nebraska,US,2022-01-06 04:22:09,41.61703149,-102.3313973,274,1,,,"Garden, Nebraska, US",14915.623298856832,0.36496350364963503
31071,Garfield,Nebraska,US,2022-01-06 04:22:09,41.91428955,-98.99111827,320,1,,,"Garfield, Nebraska, US",16251.904520060945,0.3125
31073,Gosper,Nebraska,US,2022-01-06 04:22:09,40.51481965,-99.83020279,300,5,,,"Gosper, Nebraska, US",15075.376884422107,1.6666666666666667
31075,Grant,Nebraska,US,2022-01-06 04:22:09,41.91528587,-101.740701,91,4,,,"Grant, Nebraska, US",14606.741573033709,4.395604395604396
31077,Greeley,Nebraska,US,2022-01-06 04:22:09,41.56742671,-98.52150266,323,1,,,"Greeley, Nebraska, US",13709.677419354839,0.30959752321981426
31079,Hall,Nebraska,US,2022-01-06 04:22:09,40.87257079,-98.50218293,11711,117,,,"Hall, Nebraska, US",19087.90116212736,0.9990607121509691
31081,Hamilton,Nebraska,US,2022-01-06 04:22:09,40.87349452,-98.02099117,1634,17,,,"Hamilton, Nebraska, US",17524.667524667526,1.040391676866585
31083,Harlan,Nebraska,US,2022-01-06 04:22:09,40.17658508,-99.40438879,340,0,,,"Harlan, Nebraska, US",10059.171597633136,0.0
31085,Hayes,Nebraska,US,2022-01-06 04:22:09,40.52451972,-101.0603568,93,0,,,"Hayes, Nebraska, US",10086.767895878524,0.0
31087,Hitchcock,Nebraska,US,2022-01-06 04:22:09,40.17609175,-101.04164770000001,443,5,,,"Hitchcock, Nebraska, US",16039.102099927588,1.1286681715575622
31089,Holt,Nebraska,US,2022-01-06 04:22:09,42.45522056,-98.78402558,1654,16,,,"Holt, Nebraska, US",16429.91953908811,0.9673518742442564
31091,Hooker,Nebraska,US,2022-01-06 04:22:09,41.91586243,-101.1354293,99,2,,,"Hooker, Nebraska, US",14516.129032258064,2.0202020202020203
31093,Howard,Nebraska,US,2022-01-06 04:22:09,41.2200529,-98.5166499,883,10,,,"Howard, Nebraska, US",13700.543056633047,1.1325028312570782
31095,Jefferson,Nebraska,US,2022-01-06 04:22:09,40.17584531,-97.142601,1023,1,,,"Jefferson, Nebraska, US",14518.875957990349,0.09775171065493646
31097,Johnson,Nebraska,US,2022-01-06 04:22:09,40.39257596,-96.26522753,774,9,,,"Johnson, Nebraska, US",15263.26168408598,1.1627906976744187
31099,Kearney,Nebraska,US,2022-01-06 04:22:09,40.50663314,-98.94877182,976,5,,,"Kearney, Nebraska, US",15026.943802925327,0.5122950819672131
31101,Keith,Nebraska,US,2022-01-06 04:22:09,41.19930341,-101.66201640000001,1186,10,,,"Keith, Nebraska, US",14762.260393328357,0.8431703204047217
31103,Keya Paha,Nebraska,US,2022-01-06 04:22:09,42.87990694,-99.71343729,100,0,,,"Keya Paha, Nebraska, US",12406.94789081886,0.0
31105,Kimball,Nebraska,US,2022-01-06 04:22:09,41.19774275,-103.7148131,622,1,,,"Kimball, Nebraska, US",17125.550660792953,0.1607717041800643
31107,Knox,Nebraska,US,2022-01-06 04:22:09,42.63758421,-97.89178836,1337,12,,,"Knox, Nebraska, US",16046.567450792129,0.8975317875841436
31109,Lancaster,Nebraska,US,2022-01-06 04:22:09,40.78416049,-96.68777155,53028,170,,,"Lancaster, Nebraska, US",16618.508884640698,0.3205853511352493
31111,Lincoln,Nebraska,US,2022-01-06 04:22:09,41.04658298,-100.74753740000001,6607,60,,,"Lincoln, Nebraska, US",18923.640946325257,0.9081277433025579
31113,Logan,Nebraska,US,2022-01-06 04:22:09,41.56650314,-100.4817851,120,0,,,"Logan, Nebraska, US",16042.7807486631,0.0
31115,Loup,Nebraska,US,2022-01-06 04:22:09,41.91371961,-99.45440415,76,0,,,"Loup, Nebraska, US",11445.78313253012,0.0
31119,Madison,Nebraska,US,2022-01-06 04:22:09,41.91676024,-97.6005481,7215,44,,,"Madison, Nebraska, US",20556.141200604005,0.6098406098406098
31117,McPherson,Nebraska,US,2022-01-06 04:22:09,41.56797682,-101.05993620000001,57,1,,,"McPherson, Nebraska, US",11538.46153846154,1.7543859649122806
31121,Merrick,Nebraska,US,2022-01-06 04:22:09,41.16624273,-98.0374887,1313,15,,,"Merrick, Nebraska, US",16931.012250161188,1.1424219345011424
31123,Morrill,Nebraska,US,2022-01-06 04:22:09,41.71711774,-103.0061405,958,7,,,"Morrill, Nebraska, US",20637.65618267988,0.7306889352818372
31125,Nance,Nebraska,US,2022-01-06 04:22:09,41.39750195,-97.99327291,629,10,,,"Nance, Nebraska, US",17874.396135265702,1.589825119236884
31127,Nemaha,Nebraska,US,2022-01-06 04:22:09,40.38514847,-95.85433992,1173,15,,,"Nemaha, Nebraska, US",16824.440619621342,1.278772378516624
31129,Nuckolls,Nebraska,US,2022-01-06 04:22:09,40.17637905,-98.04743961,749,11,,,"Nuckolls, Nebraska, US",18056.894889103183,1.4686248331108145
31131,Otoe,Nebraska,US,2022-01-06 04:22:09,40.64843556,-96.13374142,2528,10,,,"Otoe, Nebraska, US",15788.158880839368,0.39556962025316456
31133,Pawnee,Nebraska,US,2022-01-06 04:22:09,40.13141096,-96.23705437,323,1,,,"Pawnee, Nebraska, US",12361.270570225794,0.30959752321981426
31135,Perkins,Nebraska,US,2022-01-06 04:22:09,40.85082525,-101.6502942,424,11,,,"Perkins, Nebraska, US",14666.20546523694,2.5943396226415096
31137,Phelps,Nebraska,US,2022-01-06 04:22:09,40.51156033,-99.41461667,1782,10,,,"Phelps, Nebraska, US",19725.48151427939,0.5611672278338945
31139,Pierce,Nebraska,US,2022-01-06 04:22:09,42.26434853,-97.60122773,998,20,,,"Pierce, Nebraska, US",13961.947397873533,2.004008016032064
31141,Platte,Nebraska,US,2022-01-06 04:22:09,41.57246836,-97.52144359,6577,50,,,"Platte, Nebraska, US",19650.433223782493,0.7602250266078759
31143,Polk,Nebraska,US,2022-01-06 04:22:09,41.18813488,-97.56630712,910,9,,,"Polk, Nebraska, US",17456.35910224439,0.989010989010989
31145,Red Willow,Nebraska,US,2022-01-06 04:22:09,40.17556879999999,-100.476998,1961,15,,,"Red Willow, Nebraska, US",18286.087280865348,0.7649158592554819
31147,Richardson,Nebraska,US,2022-01-06 04:22:09,40.1247415,-95.71755036,1324,19,,,"Richardson, Nebraska, US",16834.075015893202,1.4350453172205437
31149,Rock,Nebraska,US,2022-01-06 04:22:09,42.42252217,-99.44832069,161,2,,,"Rock, Nebraska, US",11864.406779661016,1.2422360248447204
31151,Saline,Nebraska,US,2022-01-06 04:22:09,40.52418865,-97.14085859,2877,2,,,"Saline, Nebraska, US",20226.3779527559,0.06951685783802572
31153,Sarpy,Nebraska,US,2022-01-06 04:22:09,41.11314181,-96.11156432,35595,131,,,"Sarpy, Nebraska, US",19014.82937669608,0.36802921758673973
31155,Saunders,Nebraska,US,2022-01-06 04:22:09,41.227810299999994,-96.63773905,3909,16,,,"Saunders, Nebraska, US",18115.673371026045,0.4093118444614991
31157,Scotts Bluff,Nebraska,US,2022-01-06 04:22:09,41.85070896,-103.70809859999999,6815,48,,,"Scotts Bluff, Nebraska, US",19133.584142849122,0.7043286867204696
31159,Seward,Nebraska,US,2022-01-06 04:22:09,40.87241834,-97.139673,2637,32,,,"Seward, Nebraska, US",15256.884980328628,1.2135001896094046
31161,Sheridan,Nebraska,US,2022-01-06 04:22:09,42.50284406,-102.4126613,873,10,,,"Sheridan, Nebraska, US",16641.250476553563,1.145475372279496
31163,Sherman,Nebraska,US,2022-01-06 04:22:09,41.22045983,-98.97588642,473,4,,,"Sherman, Nebraska, US",15761.41286237921,0.8456659619450317
31165,Sioux,Nebraska,US,2022-01-06 04:22:09,42.48932059,-103.7576544,61,0,,,"Sioux, Nebraska, US",5231.56089193825,0.0
31167,Stanton,Nebraska,US,2022-01-06 04:22:09,41.9169835,-97.19394708,575,11,,,"Stanton, Nebraska, US",9712.837837837838,1.9130434782608696
31169,Thayer,Nebraska,US,2022-01-06 04:22:09,40.17626377,-97.59504381,837,4,,,"Thayer, Nebraska, US",16729.962022786327,0.4778972520908005
31171,Thomas,Nebraska,US,2022-01-06 04:22:09,41.91358968,-100.5556632,85,1,,,"Thomas, Nebraska, US",11772.853185595568,1.1764705882352942
31173,Thurston,Nebraska,US,2022-01-06 04:22:09,42.15725356,-96.54157099,1177,11,,,"Thurston, Nebraska, US",16292.912513842746,0.9345794392523364
90031,Unassigned,Nebraska,US,2022-01-06 04:22:09,,,2887,1114,,,"Unassigned, Nebraska, US",,38.58676827156218
31175,Valley,Nebraska,US,2022-01-06 04:22:09,41.56730777,-98.98197724,597,2,,,"Valley, Nebraska, US",14357.86435786436,0.33500837520938026
31177,Washington,Nebraska,US,2022-01-06 04:22:09,41.52815707,-96.22019892,3478,25,,,"Washington, Nebraska, US",16778.426359206907,0.718803910293272
